number,prize
854741,1st
044848,2nd
168263,2nd
728072,2nd
000514,3rd
026553,3rd
052528,3rd
076772,3rd
099082,3rd
127864,3rd
161893,3rd
191683,3rd
229510,3rd
271724,3rd
300696,3rd
001444,3rd
027191,3rd
052541,3rd
077138,3rd
099126,3rd
128983,3rd
161956,3rd
191691,3rd
230051,3rd
272738,3rd
301369,3rd
001510,3rd
027521,3rd
052669,3rd
078885,3rd
099463,3rd
129125,3rd
163845,3rd
191847,3rd
230225,3rd
272987,3rd
302047,3rd
002331,3rd
027584,3rd
052820,3rd
079408,3rd
100143,3rd
129624,3rd
164159,3rd
191857,3rd
230790,3rd
273521,3rd
302065,3rd
002406,3rd
028444,3rd
053140,3rd
079489,3rd
100200,3rd
129847,3rd
164357,3rd
192154,3rd
230934,3rd
273806,3rd
302881,3rd
002989,3rd
028447,3rd
053607,3rd
080123,3rd
100561,3rd
130472,3rd
165039,3rd
192927,3rd
231585,3rd
274239,3rd
304102,3rd
003578,3rd
029993,3rd
054840,3rd
080697,3rd
100565,3rd
132043,3rd
166296,3rd
195122,3rd
232010,3rd
274249,3rd
304546,3rd
004909,3rd
030057,3rd
055050,3rd
080978,3rd
100766,3rd
132111,3rd
166373,3rd
195801,3rd
232121,3rd
274389,3rd
304975,3rd
005123,3rd
030606,3rd
055992,3rd
081157,3rd
101739,3rd
132376,3rd
166813,3rd
196357,3rd
232183,3rd
275342,3rd
305350,3rd
005599,3rd
030752,3rd
056485,3rd
081522,3rd
101931,3rd
135245,3rd
166923,3rd
196638,3rd
235177,3rd
275845,3rd
305380,3rd
007070,3rd
030938,3rd
056669,3rd
081571,3rd
101964,3rd
135632,3rd
168604,3rd
197281,3rd
235371,3rd
276334,3rd
307083,3rd
007512,3rd
030994,3rd
057217,3rd
081634,3rd
102311,3rd
136173,3rd
169091,3rd
197744,3rd
236490,3rd
278705,3rd
307674,3rd
007530,3rd
031920,3rd
057293,3rd
081950,3rd
103988,3rd
136822,3rd
169429,3rd
198088,3rd
236908,3rd
278819,3rd
309897,3rd
007763,3rd
032188,3rd
058903,3rd
083804,3rd
104895,3rd
138319,3rd
169783,3rd
199335,3rd
237722,3rd
279706,3rd
310461,3rd
007846,3rd
032238,3rd
