number,prize
907218,1st
123222,2nd
173253,2nd
390773,2nd
573321,3rd
793801,3rd
000611,3rd
022208,3rd
040759,3rd
065234,3rd
088686,3rd
112743,3rd
132100,3rd
163628,3rd
182856,3rd
207616,3rd
229018,3rd
251823,3rd
000769,3rd
022286,3rd
041418,3rd
065532,3rd
089854,3rd
112819,3rd
132348,3rd
163958,3rd
183328,3rd
207791,3rd
229521,3rd
252009,3rd
000959,3rd
023051,3rd
042131,3rd
065536,3rd
091430,3rd
112944,3rd
133540,3rd
164215,3rd
183385,3rd
207828,3rd
229684,3rd
253191,3rd
000971,3rd
023260,3rd
042214,3rd
065752,3rd
091768,3rd
113245,3rd
133564,3rd
164219,3rd
183653,3rd
208273,3rd
230352,3rd
253569,3rd
001032,3rd
023443,3rd
043703,3rd
066502,3rd
092215,3rd
113658,3rd
133944,3rd
164278,3rd
183681,3rd
208532,3rd
230587,3rd
253589,3rd
001579,3rd
023677,3rd
043879,3rd
068312,3rd
092397,3rd
114190,3rd
134088,3rd
164426,3rd
184277,3rd
208729,3rd
231198,3rd
253814,3rd
001900,3rd
024354,3rd
044144,3rd
068409,3rd
092694,3rd
114949,3rd
134326,3rd
164449,3rd
184569,3rd
209847,3rd
232214,3rd
253877,3rd
002191,3rd
025068,3rd
044680,3rd
069073,3rd
092722,3rd
115166,3rd
134401,3rd
164502,3rd
185650,3rd
210379,3rd
232749,3rd
254206,3rd
002903,3rd
025671,3rd
044917,3rd
069667,3rd
092974,3rd
115211,3rd
135205,3rd
164836,3rd
186588,3rd
210412,3rd
232825,3rd
255129,3rd
003139,3rd
025685,3rd
045042,3rd
069969,3rd
093060,3rd
115416,3rd
135683,3rd
164895,3rd
187532,3rd
210870,3rd
233583,3rd
255368,3rd
003167,3rd
025998,3rd
045736,3rd
070999,3rd
093187,3rd
115471,3rd
135763,3rd
165017,3rd
188479,3rd
211044,3rd
234228,3rd
256006,3rd
003345,3rd
026461,3rd
046434,3rd
071311,3rd
093660,3rd
115494,3rd
135782,3rd
165380,3rd
188489,3rd
211102,3rd
234929,3rd
256101,3rd
004094,3rd
026610,3rd
047864,3rd
071586,3rd
093769,3rd
115792,3rd
136078,3rd
166397,3rd
189661,3rd
211368,3rd
235305,3rd
256202,3rd
004609,3rd
026634,3rd
048122,3rd
071822,3rd
093926,3rd
116043,3rd
136481,3rd
166743,3rd
190463,3rd
211635,3rd
235715,3rd
256505,3rd
005244,3rd
027025,3rd
048312,3rd
071910,3rd
093963,3rd
116117,3rd
137866,3rd
167059,3rd
190736,3rd
211797,3rd
235773,3rd
256721,3rd
005630,3rd
027931,3rd
049253,3rd
071946,3rd
093969,3rd
116372,3rd
138694,3rd
167473,3rd
191164,3rd
211914,3rd
235811,3rd
258162,3rd
005644,3rd
028280,3rd
049271,3rd
071969,3rd
094975,3rd
116970,3rd
138696,3rd
168155,3rd
191886,3rd
212600,3rd
236219,3rd
258783,3rd
005733,3rd
028396,3rd
049743,3rd
072595,3rd
095715,3rd
118292,3rd
139424,3rd
168364,3rd
192311,3rd
213863,3rd
236555,3rd
259378,3rd
005877,3rd
028720,3rd
050299,3rd
073031,3rd
096242,3rd
118702,3rd
141990,3rd
169326,3rd
192687,3rd
214275,3rd
236716,3rd
259579,3rd
005905,3rd
029046,3rd
051173,3rd
073237,3rd
096562,3rd
119987,3rd
142536,3rd
169770,3rd
192954,3rd
214698,3rd
237382,3rd
259749,3rd
006139,3rd
029052,3rd
051235,3rd
073378,3rd
096635,3rd
120051,3rd
145773,3rd
170158,3rd
193127,3rd
215569,3rd
237532,3rd
259791,3rd
006186,3rd
029055,3rd
051548,3rd
073476,3rd
096836,3rd
120095,3rd
145914,3rd
170605,3rd
193324,3rd
216101,3rd
237881,3rd
260014,3rd
006690,3rd
029434,3rd
052411,3rd
074163,3rd
097862,3rd
121844,3rd
146685,3rd
170896,3rd
193657,3rd
217110,3rd
238109,3rd
261014,3rd
008069,3rd
029554,3rd
053055,3rd
074245,3rd
098326,3rd
122053,3rd
146835,3rd
171303,3rd
194319,3rd
217602,3rd
238730,3rd
261050,3rd
008421,3rd
030319,3rd
053262,3rd
074260,3rd
098415,3rd
122713,3rd
147165,3rd
171397,3rd
195471,3rd
218562,3rd
238987,3rd
261055,3rd
008844,3rd
030331,3rd
055109,3rd
074509,3rd
098756,3rd
123264,3rd
147690,3rd
171508,3rd
195634,3rd
218818,3rd
239127,3rd
261293,3rd
008895,3rd
030554,3rd
055113,3rd
075143,3rd
099739,3rd
123401,3rd
148308,3rd
171614,3rd
195864,3rd
219107,3rd
239275,3rd
261511,3rd
009194,3rd
030665,3rd
055529,3rd
075826,3rd
099838,3rd
124050,3rd
150633,3rd
171718,3rd
196128,3rd
219677,3rd
239370,3rd
262260,3rd
009408,3rd
030674,3rd
056556,3rd
076494,3rd
101121,3rd
124343,3rd
150840,3rd
172844,3rd
197187,3rd
220074,3rd
240509,3rd
262439,3rd
009739,3rd
031654,3rd
057232,3rd
078325,3rd
102011,3rd
124739,3rd
151242,3rd
173320,3rd
197460,3rd
220172,3rd
240609,3rd
263387,3rd
010122,3rd
031695,3rd
057493,3rd
078984,3rd
102539,3rd
124898,3rd
152077,3rd
173649,3rd
197728,3rd
220563,3rd
240754,3rd
263590,3rd
010157,3rd
032185,3rd
057714,3rd
079033,3rd
102680,3rd
124950,3rd
152550,3rd
173827,3rd
199128,3rd
220763,3rd
242212,3rd
263640,3rd
010665,3rd
032463,3rd
057995,3rd
079104,3rd
103400,3rd
125813,3rd
152551,3rd
174331,3rd
200113,3rd
221465,3rd
242571,3rd
263992,3rd
010904,3rd
033177,3rd
058357,3rd
079324,3rd
104818,3rd
125858,3rd
154480,3rd
174888,3rd
200209,3rd
221532,3rd
242846,3rd
264150,3rd
011208,3rd
033585,3rd
059006,3rd
079690,3rd
105432,3rd
126166,3rd
154731,3rd
175131,3rd
200219,3rd
222269,3rd
242898,3rd
264237,3rd
011833,3rd
033671,3rd
060673,3rd
080667,3rd
105986,3rd
126596,3rd
155063,3rd
175391,3rd
200345,3rd
222359,3rd
244262,3rd
264278,3rd
012911,3rd
033963,3rd
060738,3rd
080747,3rd
106280,3rd
126654,3rd
155538,3rd
176165,3rd
201436,3rd
223287,3rd
244313,3rd
