number,prize
922429,1st
328539,2nd
589614,2nd
997530,2nd
000610,3rd
045735,3rd
083115,3rd
126980,3rd
169643,3rd
208154,3rd
241785,3rd
277690,3rd
316264,3rd
350384,3rd
404839,3rd
440336,3rd
001330,3rd
045849,3rd
084154,3rd
128043,3rd
169835,3rd
208420,3rd
242203,3rd
278569,3rd
317610,3rd
351624,3rd
405304,3rd
440664,3rd
001736,3rd
046070,3rd
084529,3rd
128046,3rd
170631,3rd
209680,3rd
244440,3rd
279137,3rd
317790,3rd
352656,3rd
405934,3rd
441319,3rd
002237,3rd
047112,3rd
087784,3rd
128226,3rd
170635,3rd
212068,3rd
245226,3rd
279860,3rd
318753,3rd
352761,3rd
408285,3rd
441761,3rd
003478,3rd
047148,3rd
087846,3rd
129125,3rd
171160,3rd
212181,3rd
247217,3rd
280979,3rd
319008,3rd
355435,3rd
409292,3rd
441905,3rd
004096,3rd
048216,3rd
088034,3rd
129386,3rd
171305,3rd
212221,3rd
247798,3rd
283069,3rd
319678,3rd
356170,3rd
409301,3rd
442021,3rd
004232,3rd
048306,3rd
088564,3rd
130047,3rd
171954,3rd
212435,3rd
248100,3rd
283895,3rd
321969,3rd
356830,3rd
409379,3rd
445201,3rd
004308,3rd
048786,3rd
089812,3rd
130686,3rd
174821,3rd
214227,3rd
248891,3rd
283998,3rd
322490,3rd
357234,3rd
409800,3rd
445287,3rd
006431,3rd
050132,3rd
092899,3rd
130995,3rd
175049,3rd
215320,3rd
248978,3rd
284068,3rd
322975,3rd
357592,3rd
410738,3rd
445822,3rd
006452,3rd
050389,3rd
093426,3rd
131519,3rd
176196,3rd
215641,3rd
249419,3rd
285364,3rd
323580,3rd
358722,3rd
412562,3rd
445828,3rd
006700,3rd
050893,3rd
093780,3rd
131690,3rd
178026,3rd
216996,3rd
250766,3rd
286043,3rd
323587,3rd
359384,3rd
413950,3rd
447171,3rd
006851,3rd
052920,3rd
094306,3rd
132065,3rd
179333,3rd
218300,3rd
251233,3rd
288223,3rd
325245,3rd
360357,3rd
414152,3rd
447515,3rd
006914,3rd
053294,3rd
094676,3rd
133299,3rd
179369,3rd
218435,3rd
253249,3rd
288756,3rd
325828,3rd
363237,3rd
415662,3rd
447558,3rd
007184,3rd
053565,3rd
094890,3rd
136376,3rd
180476,3rd
218680,3rd
253283,3rd
289552,3rd
326880,3rd
363840,3rd
416034,3rd
447832,3rd
007329,3rd
053840,3rd
095118,3rd
137127,3rd
180485,3rd
218701,3rd
253466,3rd
289996,3rd
327104,3rd
366281,3rd
417212,3rd
448281,3rd
007674,3rd
054389,3rd
096324,3rd
138060,3rd
182328,3rd
218934,3rd
253629,3rd
290644,3rd
327568,3rd
368402,3rd
418395,3rd
448371,3rd
007718,3rd
054869,3rd
098588,3rd
139069,3rd
183182,3rd
218993,3rd
253705,3rd
291058,3rd
328848,3rd
370491,3rd
418434,3rd
448962,3rd
007759,3rd
055529,3rd
098646,3rd
141779,3rd
183521,3rd
219370,3rd
254725,3rd
293366,3rd
328883,3rd
372372,3rd
418774,3rd
449541,3rd
008589,3rd
057878,3rd
099073,3rd
143377,3rd
185200,3rd
220280,3rd
255210,3rd
293828,3rd
328955,3rd
372524,3rd
419478,3rd
450200,3rd
011126,3rd
058710,3rd
100013,3rd
145470,3rd
185468,3rd
220674,3rd
255249,3rd
294917,3rd
329813,3rd
373189,3rd
420188,3rd
450989,3rd
011585,3rd
059310,3rd
100370,3rd
146600,3rd
